id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street_is_pave,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,has_central_air,electrical,first_flr_sf,second_fl_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,age_at_sale,age_of_remod,sale_time_to_recession,garage_age,garage_age_1_or_less,garage_age_2_5,garage_age_6_10,garage_age_11_19,garage_age_20_31,garage_age_32_40,garage_age_41_49,garage_age_50_59,garage_age_60_91,garage_age_over_92,no_garage,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,bldg_type_d_1Fam,bldg_type_d_2fmCon,bldg_type_d_Duplex,bldg_type_d_Twnhs,bldg_type_d_TwnhsE,house_style_d_1.5Fin,house_style_d_1.5Unf,house_style_d_1Story,house_style_d_2.5Fin,house_style_d_2.5Unf,house_style_d_2Story,house_style_d_SFoyer,house_style_d_SLvl,nhood_med_abv_230759,nhood_med_194280_230759,nhood_med_168610_194280,nhood_med_136516_168610,nhood_med_115650_136516,nhood_med_below_115650,foundation_d_BrkTil,foundation_d_CBlock,foundation_d_PConc,foundation_d_Slab,foundation_d_Stone,foundation_d_Wood,fireplace_qu_d_Ex,fireplace_qu_d_Fa,fireplace_qu_d_Gd,fireplace_qu_d_NA,fireplace_qu_d_Po,fireplace_qu_d_TA,heating_qc_d_Ex,heating_qc_d_Fa,heating_qc_d_Gd,heating_qc_d_TA,electrical_d_FuseA,electrical_d_FuseF,electrical_d_FuseP,electrical_d_Mix,electrical_d_SBrkr,garage_type_d_2Types,garage_type_d_Attchd,garage_type_d_Basment,garage_type_d_BuiltIn,garage_type_d_CarPort,garage_type_d_Detchd,garage_type_d_NA,misc_feature_d_Gar2,misc_feature_d_NA,misc_feature_d_Othr,misc_feature_d_Shed,misc_feature_d_TenC,is_1_story,is_1_hf_story,is_2_story,is_2_hf_story,is_split_multi,is_duplex,is_pud,is_2_fm_conv,is_pre_war,is_post_war,has_finished_attic,sale_type_d_COD,sale_type_d_CWD,sale_type_d_Con,sale_type_d_ConLD,sale_type_d_ConLI,sale_type_d_ConLw,sale_type_d_New,sale_type_d_Oth,sale_type_d_WD ,exterior_1st_d_AsbShng,exterior_1st_d_AsphShn,exterior_1st_d_BrkComm,exterior_1st_d_BrkFace,exterior_1st_d_CBlock,exterior_1st_d_CemntBd,exterior_1st_d_HdBoard,exterior_1st_d_ImStucc,exterior_1st_d_MetalSd,exterior_1st_d_Plywood,exterior_1st_d_Stone,exterior_1st_d_Stucco,exterior_1st_d_VinylSd,exterior_1st_d_Wd Sdng,exterior_1st_d_WdShing,exterior_2nd_d_AsbShng,exterior_2nd_d_AsphShn,exterior_2nd_d_BrkComm,exterior_2nd_d_BrkFace,exterior_2nd_d_CBlock,exterior_2nd_d_CemntBd,exterior_2nd_d_HdBoard,exterior_2nd_d_ImStucc,exterior_2nd_d_MetalSd,exterior_2nd_d_Plywood,exterior_2nd_d_Stone,exterior_2nd_d_Stucco,exterior_2nd_d_VinylSd,exterior_2nd_d_Wd Sdng,exterior_2nd_d_WdShing,condition_1_d_Artery,condition_1_d_Feedr,condition_1_d_Norm,condition_1_d_PosA,condition_1_d_PosN,condition_1_d_RRAe,condition_1_d_RRAn,condition_1_d_RRNe,condition_1_d_RRNn,condition_2_d_Artery,condition_2_d_Feedr,condition_2_d_Norm,condition_2_d_PosA,condition_2_d_PosN,condition_2_d_RRAe,condition_2_d_RRAn,condition_2_d_RRNn,exterior_1st_d_PreCast,exterior_2nd_d_Other,exterior_2nd_d_PreCast,mas_vnr_type_d_BrkComm,mas_vnr_type_d_BrkFace,mas_vnr_type_d_None,mas_vnr_type_d_Stone,roof_style_d_Flat,roof_style_d_Gable,roof_style_d_Gambrel,roof_style_d_Hip,roof_style_d_Mansard,roof_style_d_Shed,roof_matl_d_CompShg,roof_matl_d_Membran,roof_matl_d_Tar&Grv,roof_matl_d_WdShake,roof_matl_d_WdShngl,neighborhood_d_Blmngtn,neighborhood_d_Blueste,neighborhood_d_BrDale,neighborhood_d_BrkSide,neighborhood_d_ClearCr,neighborhood_d_CollgCr,neighborhood_d_Crawfor,neighborhood_d_Edwards,neighborhood_d_Gilbert,neighborhood_d_Greens,neighborhood_d_GrnHill,neighborhood_d_IDOTRR,neighborhood_d_Landmrk,neighborhood_d_MeadowV,neighborhood_d_Mitchel,neighborhood_d_NAmes,neighborhood_d_NPkVill,neighborhood_d_NWAmes,neighborhood_d_NoRidge,neighborhood_d_NridgHt,neighborhood_d_OldTown,neighborhood_d_SWISU,neighborhood_d_Sawyer,neighborhood_d_SawyerW,neighborhood_d_Somerst,neighborhood_d_StoneBr,neighborhood_d_Timber,neighborhood_d_Veenker
535,1190,534129060,20,RL,0.0,15387,1,NA,-1,0,0,CulDSac,0,NWAmes,1,1,3,2,7,7,1967,1967,2,1,-1,-1,0,0.0,3,3,-2,3,TA,1,ALQ,603.0,BLQ,294.0,723.0,1620.0,GasA,5,1,SBrkr,1620,0,0,1620,0.0,0.0,2,0,4,1,4,8,Typ,1,4,6,1967.0,1,2.0,578.0,3,3,2,0,62,192,0,0,0,0,0,Shed,450,8,2008,-4,215000,41,41,545,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,1930,535300040,20,RL,75.0,10050,1,NA,0,0,0,Inside,0,NAmes,1,1,3,2,5,5,1955,1955,2,1,3,3,0,0.0,3,3,-2,3,TA,1,Rec,288.0,Unf,0.0,928.0,1216.0,GasA,3,1,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,Typ,0,0,6,1955.0,2,1.0,336.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,8,2007,-4,129500,52,52,546,52.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
537,2677,903231190,50,RM,0.0,6240,1,NA,0,0,0,Inside,0,BrkSide,1,1,3,4,5,4,1936,1950,2,1,3,3,0,0.0,3,3,0,4,TA,1,Unf,0.0,Unf,0.0,896.0,896.0,GasA,4,1,FuseA,896,448,0,1344,0.0,0.0,1,0,3,1,3,7,Typ,0,0,0,1936.0,1,1.0,240.0,2,3,2,200,114,0,0,0,0,0,0,NA,0,4,2006,-4,115000,70,56,547,70.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,1256,535375160,50,RL,45.0,7506,1,NA,0,0,0,Corner,0,OldTown,1,1,3,4,5,8,1925,1950,2,1,4,4,0,0.0,3,4,3,3,TA,1,Unf,0.0,Unf,0.0,747.0,747.0,GasA,3,1,SBrkr,747,412,0,1159,0.0,0.0,1,0,3,1,3,5,Typ,0,0,0,1932.0,1,1.0,288.0,2,3,0,84,0,96,0,0,0,0,0,NA,0,5,2008,-4,114000,83,58,548,76.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
539,2484,531478010,20,RH,0.0,8900,1,NA,0,0,0,Inside,0,SawyerW,1,1,3,2,4,4,1966,1966,2,1,-1,-1,0,0.0,3,3,-2,3,TA,1,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,3,1,SBrkr,1056,0,0,1056,1.0,0.0,1,0,2,1,3,5,Typ,0,0,0,1966.0,1,1.0,384.0,3,3,2,0,42,0,0,0,0,0,3,NA,0,11,2006,-4,107000,40,40,549,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
540,1253,535352080,50,RL,80.0,8480,1,NA,0,0,0,Inside,0,NAmes,1,1,3,4,5,5,1947,1950,2,1,3,3,0,0.0,3,3,-2,3,TA,1,Rec,442.0,Unf,0.0,390.0,832.0,GasA,3,1,SBrkr,832,384,0,1216,0.0,0.0,1,0,2,1,3,6,Typ,0,0,0,1947.0,1,1.0,336.0,3,3,2,158,0,102,0,0,0,0,0,NA,0,10,2008,-3,118500,61,58,550,61.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
541,1337,903227080,50,RM,50.0,6000,1,NA,0,0,0,Corner,0,BrkSide,1,1,3,4,6,7,1929,1950,2,1,2,2,0,0.0,3,3,0,3,TA,1,Unf,0.0,Unf,0.0,862.0,862.0,GasA,3,1,SBrkr,950,208,0,1158,0.0,0.0,1,0,3,1,3,5,Typ,1,4,5,1929.0,2,1.0,208.0,3,3,2,0,0,112,0,0,0,0,0,NA,0,7,2008,-4,120000,79,58,551,79.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,1788,528439040,20,RL,74.0,8847,1,NA,0,0,0,Inside,0,Somerst,1,1,3,2,8,5,2005,2005,2,1,4,4,1,148.0,4,3,3,4,TA,3,GLQ,769.0,Unf,0.0,769.0,1538.0,GasA,5,1,SBrkr,1538,0,0,1538,1.0,0.0,2,0,3,1,4,7,Typ,0,0,6,2005.0,2,2.0,484.0,3,3,2,146,40,0,0,0,0,0,0,NA,0,12,2007,-4,260000,2,2,552,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
543,141,535152130,20,RL,0.0,8050,1,NA,-1,0,0,Inside,0,NAmes,1,1,3,2,5,5,1959,1959,2,1,3,3,1,150.0,3,3,-2,3,TA,1,BLQ,856.0,Rec,162.0,125.0,1143.0,GasA,3,1,SBrkr,1143,0,0,1143,1.0,0.0,1,0,3,1,3,6,Typ,0,0,6,1959.0,2,1.0,308.0,3,3,2,0,0,0,0,0,0,0,4,NA,0,5,2010,-4,136000,51,51,553,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
544,1669,527404140,20,RL,70.0,8294,1,NA,0,0,0,Inside,0,NAmes,1,1,3,2,4,5,1971,1971,2,1,3,3,0,0.0,3,3,-2,3,TA,1,Unf,0.0,Unf,0.0,858.0,858.0,GasA,3,1,SBrkr,872,0,0,872,0.0,0.0,1,0,3,1,3,5,Typ,0,0,0,1974.0,1,4.0,480.0,3,3,2,0,0,0,0,0,0,0,2,NA,0,6,2007,-4,123000,36,36,554,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
545,1366,903458110,50,RM,0.0,7920,1,Grvl,-1,0,0,Inside,0,IDOTRR,-2,1,3,4,6,7,1920,1950,2,1,3,3,0,0.0,3,2,-2,3,TA,1,Unf,0.0,Unf,0.0,319.0,319.0,GasA,3,1,FuseA,1035,371,0,1406,0.0,0.0,1,0,3,1,2,6,Typ,0,0,0,,0,0.0,0.0,0,0,0,0,144,0,0,0,0,0,3,NA,0,3,2008,-4,89500,88,58,555,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,52,528218150,20,RL,100.0,18494,1,NA,-1,0,0,Corner,0,Gilbert,1,1,3,2,6,5,2005,2005,2,1,4,4,0,0.0,4,3,3,4,TA,1,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,5,1,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,Typ,0,0,6,2005.0,3,2.0,430.0,3,3,2,36,23,0,0,0,0,0,0,NA,0,1,2010,-4,199500,5,5,556,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,1380,905104080,20,RL,0.0,7162,1,NA,-1,0,0,Inside,0,Sawyer,1,1,3,2,5,7,1966,1966,2,1,-1,-1,1,41.0,3,3,3,3,TA,1,Unf,0.0,Unf,0.0,876.0,876.0,GasA,3,1,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,3,6,Typ,0,0,6,1966.0,1,1.0,408.0,3,3,2,0,0,0,0,0,0,0,3,NA,0,12,2008,-4,109900,42,42,557,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
548,919,909257050,70,RL,53.0,10918,1,NA,0,0,0,Inside,0,Crawfor,1,1,3,5,7,9,1926,2004,2,1,3,3,0,0.0,4,3,0,4,TA,1,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,5,1,SBrkr,1276,804,0,2080,0.0,0.0,1,1,3,1,4,9,Typ,2,4,0,1926.0,1,1.0,282.0,3,3,2,0,0,0,0,145,0,0,3,NA,0,6,2009,-4,234000,83,5,558,83.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,2804,907290230,120,RM,37.0,4435,1,NA,0,0,0,Inside,0,CollgCr,1,1,2,2,6,5,2004,2004,2,1,4,4,1,169.0,4,3,3,4,TA,2,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,3,Typ,1,4,6,2004.0,2,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,NA,0,5,2006,-4,155900,2,2,559,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,782,905229040,50,RL,0.0,11250,1,NA,0,0,0,Inside,0,ClearCr,1,1,3,4,4,5,1957,1989,2,1,2,2,0,0.0,3,3,-2,3,TA,3,Unf,0.0,Unf,0.0,1104.0,1104.0,GasA,5,1,FuseA,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,Min2,2,3,6,1957.0,1,1.0,304.0,3,3,2,120,0,0,0,0,0,0,0,NA,0,11,2009,-4,161500,52,20,560,52.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,956,916176030,20,RL,0.0,14375,1,NA,-1,0,-2,CulDSac,0,Timber,1,1,3,1,6,6,1958,1958,2,1,-1,-1,1,541.0,3,3,-2,3,TA,1,GLQ,111.0,Rec,354.0,354.0,819.0,GasA,4,1,FuseA,1344,0,0,1344,0.0,1.0,1,0,3,1,4,7,Typ,1,4,3,1958.0,2,2.0,525.0,3,3,2,0,118,0,0,233,0,0,0,NA,0,1,2009,-3,137500,51,51,561,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
552,187,902401060,190,RM,100.0,9045,1,NA,0,0,0,Inside,0,OldTown,1,1,0,5,5,3,1910,1950,2,1,3,3,0,0.0,3,2,0,3,TA,2,Unf,0.0,Unf,0.0,840.0,840.0,Grav,2,0,FuseF,1128,1128,0,2256,0.0,0.0,2,0,4,2,2,12,Typ,0,0,0,,0,0.0,0.0,0,0,0,0,18,18,0,0,0,0,0,NA,0,6,2010,-4,76500,100,60,562,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
